appearance_id,game_id,player_id,player_club_id,player_current_club_id,date,player_name,competition_id,yellow_cards,red_cards,goals,assists,minutes_played
3838274_105470,3838274,105470,31,31,2023-01-02,Alisson,GB1,0,0,0,0,90
3838274_139208,3838274,139208,31,31,2023-01-02,Virgil van Dijk,GB1,0,0,0,0,45
3838274_143424,3838274,143424,31,31,2023-01-02,Alex Oxlade-Chamberlain,GB1,0,0,1,0,83
3838274_148367,3838274,148367,1148,1148,2023-01-02,Christian Nörgaard,GB1,0,0,0,0,90
3838274_148455,3838274,148455,31,31,2023-01-02,Mohamed Salah,GB1,0,0,0,0,90
3838274_204294,3838274,204294,1148,1148,2023-01-02,Saman Ghoddos,GB1,0,0,0,0,3
3838274_225693,3838274,225693,31,31,2023-01-02,Fabinho,GB1,0,0,0,0,90
3838274_234803,3838274,234803,31,31,2023-01-02,Andrew Robertson,GB1,0,0,0,0,45
3838274_251845,3838274,251845,1148,1148,2023-01-02,Sergi Canós,GB1,0,0,0,0,2
3838274_262749,3838274,262749,1148,1148,2023-01-02,David Raya,GB1,0,0,0,0,90
3838274_270171,3838274,270171,1148,1148,2023-01-02,Vitaly Janelt,GB1,0,0,0,0,87
3838274_302215,3838274,302215,31,31,2023-01-02,Naby Keïta,GB1,0,0,0,0,45
3838274_314353,3838274,314353,31,31,2023-01-02,Trent Alexander-Arnold,GB1,0,0,0,1,90
3838274_319859,3838274,319859,1148,1148,2023-01-02,Mathias Jensen,GB1,0,0,0,1,74
3838274_338070,3838274,338070,31,31,2023-01-02,Konstantinos Tsimikas,GB1,0,0,0,0,45
3838274_339556,3838274,339556,1148,1148,2023-01-02,Rico Henry,GB1,0,0,0,0,90
3838274_340321,3838274,340321,1148,1148,2023-01-02,Josh Dasilva,GB1,0,0,0,0,16
3838274_357119,3838274,357119,31,31,2023-01-02,Ibrahima Konaté,GB1,0,0,0,0,90
3838274_372240,3838274,372240,1148,1148,2023-01-02,Mads Bech Sörensen,GB1,0,0,0,0,1
3838274_388165,3838274,388165,1148,1148,2023-01-02,Yoane Wissa,GB1,0,0,1,0,74
3838274_391005,3838274,391005,1148,1148,2023-01-02,Mads Roerslev,GB1,0,0,0,0,90
3838274_413039,3838274,413039,1148,1148,2023-01-02,Bryan Mbeumo,GB1,0,0,1,0,88
3838274_433188,3838274,433188,31,31,2023-01-02,Curtis Jones,GB1,0,0,0,0,7
3838274_442248,3838274,442248,1148,1148,2023-01-02,Ethan Pinnock,GB1,0,0,0,0,90
3838274_52059,3838274,52059,1148,1148,2023-01-02,Zanka,GB1,1,0,0,0,90
3838274_546543,3838274,546543,31,31,2023-01-02,Darwin Núñez,GB1,1,0,0,0,90
3838274_565822,3838274,565822,31,31,2023-01-02,Harvey Elliott,GB1,1,0,0,0,45
3838274_60444,3838274,60444,31,31,2023-01-02,Thiago,GB1,1,0,0,0,90
3838274_644401,3838274,644401,1148,1148,2023-01-02,Keane Lewis-Potter,GB1,0,0,0,0,16
3838274_74810,3838274,74810,1148,1148,2023-01-02,Ben Mee,GB1,0,0,0,0,90
3838274_82105,3838274,82105,31,31,2023-01-02,Joel Matip,GB1,0,0,0,0,45
3840122_113707,3840122,113707,1082,1082,2023-01-02,Rémy Cabella,FR1,0,0,0,0,90
3840122_124028,3840122,124028,1082,1082,2023-01-02,Ismaily,FR1,0,0,0,0,90
3840122_199704,3840122,199704,1421,1421,2023-01-02,Yunis Abdelhamid,FR1,1,0,0,0,90
3840122_215114,3840122,215114,1421,1421,2023-01-02,Thomas Foket,FR1,0,0,0,0,71
3840122_221025,3840122,221025,1082,29,2023-01-02,André Gomes,FR1,0,0,0,0,6
3840122_222876,3840122,222876,1421,1421,2023-01-02,Arbër Zeneli,FR1,0,0,0,0,19
3840122_292818,3840122,292818,1082,1082,2023-01-02,Jonathan Bamba,FR1,0,0,0,0,90
3840122_315145,3840122,315145,1421,1421,2023-01-02,Azor Matusiwa,FR1,0,0,0,0,71
3840122_33829,3840122,33829,1082,1082,2023-01-02,José Fonte,FR1,0,0,0,0,45
3840122_340177,3840122,340177,1421,1421,2023-01-02,Thibault De Smet,FR1,0,0,0,1,85
3840122_348791,3840122,348791,1421,1421,2023-01-02,Junya Ito,FR1,0,0,0,0,90
3840122_370846,3840122,370846,1082,1082,2023-01-02,Timothy Weah,FR1,0,0,0,0,6
3840122_392770,3840122,392770,1082,1082,2023-01-02,Angel Gomes,FR1,0,0,0,0,84
3840122_393239,3840122,393239,1421,1421,2023-01-02,Mitchell van Bergen,FR1,0,0,0,0,71
3840122_395083,3840122,395083,1421,416,2023-01-02,Andreaw Gravillon,FR1,0,0,0,0,5
3840122_395242,3840122,395242,1421,1421,2023-01-02,Alexis Flips,FR1,0,0,0,0,56
3840122_400485,3840122,400485,1082,6195,2023-01-02,Adam Ounas,FR1,0,0,0,0,31
3840122_414908,3840122,414908,1421,1421,2023-01-02,Marshall Munetsi,FR1,0,0,0,0,90
3840122_420465,3840122,420465,1082,1082,2023-01-02,Tiago Djaló,FR1,0,0,0,0,90
3840122_448632,3840122,448632,1421,1421,2023-01-02,Yehvann Diouf,FR1,0,0,0,0,90
3840122_463600,3840122,463600,1082,1082,2023-01-02,Lucas Chevalier,FR1,0,0,0,0,90
3840122_463605,3840122,463605,1082,1082,2023-01-02,Bafodé Diakité,FR1,0,0,0,0,84
3840122_468066,3840122,468066,1421,1421,2023-01-02,Jens Cajuste,FR1,0,0,1,0,34
3840122_494177,3840122,494177,1421,1421,2023-01-02,Noah Jean Holm,FR1,0,0,0,0,90
3840122_496857,3840122,496857,1082,1082,2023-01-02,Edon Zhegrova,FR1,0,0,0,0,59
3840122_533738,3840122,533738,1082,1082,2023-01-02,Jonathan David,FR1,0,0,1,0,70
3840122_570817,3840122,570817,1421,1421,2023-01-02,Maxime Busi,FR1,0,0,0,0,19
3840122_648020,3840122,648020,1082,1082,2023-01-02,Alexsandro,FR1,1,0,0,0,45
3840122_649033,3840122,649033,1421,1421,2023-01-02,Dion Lopy,FR1,0,0,0,0,19
3840122_654415,3840122,654415,1082,1082,2023-01-02,Alan Virginius,FR1,0,0,0,0,20
3840122_683895,3840122,683895,1421,1421,2023-01-02,Emmanuel Agbadou,FR1,0,0,0,0,90
3840122_84301,3840122,84301,1082,1082,2023-01-02,Benjamin André,FR1,0,0,0,0,90
3840123_111058,3840123,111058,969,969,2023-01-02,Arnaud Souquet,FR1,0,0,0,0,12
3840123_118284,3840123,118284,969,969,2023-01-02,Jordan Ferri,FR1,1,0,0,0,78
3840123_127156,3840123,127156,969,969,2023-01-02,Téji Savanier,FR1,0,0,1,0,90
3840123_164771,3840123,164771,244,244,2023-01-02,Jordan Veretout,FR1,0,0,0,0,66
3840123_175639,3840123,175639,244,244,2023-01-02,Jonathan Clauss,FR1,0,0,0,0,24
3840123_201737,3840123,201737,969,969,2023-01-02,Christopher Jullien,FR1,1,0,0,0,90
3840123_203348,3840123,203348,244,244,2023-01-02,Chancel Mbemba,FR1,1,0,0,0,90
3840123_247915,3840123,247915,969,18,2023-01-02,Jonas Omlin,FR1,0,0,0,0,90
3840123_286384,3840123,286384,244,244,2023-01-02,Eric Bailly,FR1,0,0,0,0,66
3840123_286415,3840123,286415,244,244,2023-01-02,Pau López,FR1,1,0,0,0,90
3840123_324811,3840123,324811,969,969,2023-01-02,Arnaud Nordin,FR1,0,0,0,0,63
3840123_332889,3840123,332889,244,244,2023-01-02,Valentin Rongier,FR1,0,0,0,0,90
3840123_340328,3840123,340328,969,969,2023-01-02,Stephy Mavididi,FR1,0,0,0,0,90
3840123_341647,3840123,341647,244,244,2023-01-02,Cengiz Ünder,FR1,0,0,0,0,90
3840123_357072,3840123,357072,969,969,2023-01-02,Faitout Maouassa,FR1,0,0,0,0,63
3840123_364857,3840123,364857,969,969,2023-01-02,Falaye Sacko,FR1,0,0,0,0,78
3840123_37647,3840123,37647,244,244,2023-01-02,Dimitri Payet,FR1,0,0,0,0,66
3840123_40433,3840123,40433,244,244,2023-01-02,Alexis Sánchez,FR1,0,0,0,0,84
3840123_465830,3840123,465830,244,244,2023-01-02,Mattéo Guendouzi,FR1,0,0,0,0,24
3840123_485963,3840123,485963,244,368,2023-01-02,Pape Gueye,FR1,0,0,0,0,24
3840123_485965,3840123,485965,969,82,2023-01-02,Nicolas Cozza,FR1,0,0,0,0,27
3840123_535955,3840123,535955,244,244,2023-01-02,Nuno Tavares,FR1,0,1,1,0,87
3840123_575998,3840123,575998,244,244,2023-01-02,Leonardo Balerdi,FR1,0,0,0,0,24
3840123_60540,3840123,60540,969,969,2023-01-02,Valère Germain,FR1,0,0,0,0,8
3840123_624037,3840123,624037,969,969,2023-01-02,Joris Chotard,FR1,0,0,0,0,12
3840123_624920,3840123,624920,969,969,2023-01-02,Béni Makouana,FR1,0,0,0,1,27
3840123_649452,3840123,649452,244,244,2023-01-02,Issa Kaboré,FR1,0,0,0,0,66
3840123_650350,3840123,650350,969,969,2023-01-02,Léo Leroy,FR1,0,0,0,0,90
3840123_659542,3840123,659542,969,969,2023-01-02,Elye Wahi,FR1,0,0,0,0,82
3840123_822458,3840123,822458,244,244,2023-01-02,Bamba Dieng,FR1,0,0,0,0,6
3840123_842341,3840123,842341,969,969,2023-01-02,Maxime Estève,FR1,0,0,0,0,90
3840123_94005,3840123,94005,244,244,2023-01-02,Sead Kolasinac,FR1,0,0,0,0,90
3840126_118278,3840126,118278,1095,1095,2023-01-02,Xavier Chavalerin,FR1,0,0,1,0,90
3840126_125783,3840126,125783,667,667,2023-01-02,Sanjin Prcic,FR1,0,0,0,0,83
3840126_126683,3840126,126683,1095,1095,2023-01-02,Tristan Dingomé,FR1,0,0,0,0,11
3840126_127202,3840126,127202,667,667,2023-01-02,Matz Sels,FR1,0,0,0,0,90
3840126_174694,3840126,174694,1095,1095,2023-01-02,Rony Lopes,FR1,0,0,1,1,79
3840126_178313,3840126,178313,667,667,2023-01-02,Jean-Eudes Aholou,FR1,0,0,0,0,7
3840126_212804,3840126,212804,1095,1095,2023-01-02,Florian Tardieu,FR1,0,0,0,0,17
3840126_215977,3840126,215977,667,667,2023-01-02,Adrien Thomasson,FR1,0,0,0,0,90
3840126_234802,3840126,234802,1095,1095,2023-01-02,Renaud Ripart,FR1,0,0,1,0,73
3840126_250844,3840126,250844,667,667,2023-01-02,Alexander Djiku,FR1,0,0,0,0,90
3840126_27389,3840126,27389,667,667,2023-01-02,Kévin Gameiro,FR1,0,0,0,0,23
3840126_277635,3840126,277635,1095,1095,2023-01-02,Rominigue Kouamé,FR1,0,0,0,0,73
3840126_282199,3840126,282199,1095,1095,2023-01-02,Erik Palmer-Brown,FR1,0,0,0,0,90
3840126_283994,3840126,283994,667,39,2023-01-02,Ludovic Ajorque,FR1,0,0,0,0,90
3840126_337798,3840126,337798,1095,1095,2023-01-02,Abdu Conté,FR1,0,0,0,0,90
3840126_339943,3840126,339943,1095,1095,2023-01-02,Iké Ugbo,FR1,0,0,0,0,17
3840126_344888,3840126,344888,667,667,2023-01-02,Habib Diallo,FR1,0,0,1,0,90
3840126_345437,3840126,345437,1095,1095,2023-01-02,Mateusz Lis,FR1,0,0,0,0,90
3840126_345748,3840126,345748,1095,1095,2023-01-02,Andreas Bruus,FR1,0,0,0,0,90
3840126_351843,3840126,351843,1095,1095,2023-01-02,Yoann Salmier,FR1,0,0,0,0,90
3840126_352392,3840126,352392,667,667,2023-01-02,Lucas Perrin,FR1,0,0,0,0,90
3840126_372712,3840126,372712,667,667,2023-01-02,Ibrahima Sissoko,FR1,0,0,0,0,7
3840126_378953,3840126,378953,667,667,2023-01-02,Gerzino Nyamsi,FR1,0,0,0,0,90
3840126_410185,3840126,410185,667,714,2023-01-02,Ronaël Pierre-Gabriel,FR1,0,0,0,0,17
3840126_450050,3840126,450050,667,667,2023-01-02,Jean-Ricner Bellegarde,FR1,0,0,0,2,83
3840126_554251,3840126,554251,1095,1095,2023-01-02,Yasser Larouci,FR1,1,0,0,0,35
3840126_709482,3840126,709482,1095,1095,2023-01-02,Thierno Baldé,FR1,1,0,0,0,90
3840126_743498,3840126,743498,1095,1095,2023-01-02,Wilson Odobert,FR1,0,0,0,0,55
3840126_786436,3840126,786436,667,667,2023-01-02,Ismaël Doukouré,FR1,1,0,1,0,73
3840126_876631,3840126,876631,667,667,2023-01-02,Habib Diarra,FR1,0,0,0,0,67
3840127_131978,3840127,131978,417,417,2023-01-02,Ross Barkley,FR1,0,0,1,0,67
3840127_16136,3840127,16136,417,417,2023-01-02,Dante,FR1,0,0,0,0,90
3840127_16911,3840127,16911,417,417,2023-01-02,Kasper Schmeichel,FR1,0,0,0,0,90
3840127_170934,3840127,170934,417,543,2023-01-02,Mario Lemina,FR1,0,0,0,0,68
3840127_181378,3840127,181378,417,273,2023-01-02,Gaëtan Laborde,FR1,0,0,0,0,90
3840127_202278,3840127,202278,273,273,2023-01-02,Flavien Tait,FR1,0,0,0,1,18
3840127_23951,3840127,23951,273,273,2023-01-02,Steve Mandanda,FR1,0,0,0,0,90
3840127_266359,3840127,266359,273,273,2023-01-02,Benjamin Bourigeaud,FR1,1,0,1,0,90
3840127_282250,3840127,282250,273,273,2023-01-02,Birger Meling,FR1,0,0,0,0,72
3840127_290256,3840127,290256,273,273,2023-01-02,Xeka,FR1,0,0,0,0,90
3840127_297070,3840127,297070,273,273,2023-01-02,Hamari Traoré,FR1,0,0,0,0,90
3840127_313094,3840127,313094,417,417,2023-01-02,Jordan Lotomba,FR1,0,0,0,1,90
3840127_343052,3840127,343052,417,11,2023-01-02,Nicolas Pépé,FR1,0,0,0,0,90
3840127_368891,3840127,368891,273,273,2023-01-02,Arthur Theate,FR1,0,0,0,0,90
3840127_370791,3840127,370791,417,417,2023-01-02,Pablo Rosario,FR1,0,0,0,0,90
3840127_387106,3840127,387106,273,273,2023-01-02,Lovro Majer,FR1,0,0,0,0,72
3840127_418659,3840127,418659,273,273,2023-01-02,Amine Gouiri,FR1,0,0,0,0,90
3840127_442891,3840127,442891,273,273,2023-01-02,Martin Terrier,FR1,0,0,1,0,36
3840127_463618,3840127,463618,417,417,2023-01-02,Khéphren Thuram,FR1,0,0,0,0,90
3840127_486049,3840127,486049,273,273,2023-01-02,Jérémy Doku,FR1,0,0,0,0,54
3840127_532775,3840127,532775,417,417,2023-01-02,Melvin Bard,FR1,1,0,0,0,90
3840127_543051,3840127,543051,417,417,2023-01-02,Billal Brahimi,FR1,0,0,0,0,22
3840127_569389,3840127,569389,417,162,2023-01-02,Sofiane Diop,FR1,0,0,0,0,23
3840127_572326,3840127,572326,273,273,2023-01-02,Christopher Wooh,FR1,0,0,0,0,90
3840127_585959,3840127,585959,273,273,2023-01-02,Arnaud Kalimuendo,FR1,0,0,0,0,84
3840127_605184,3840127,605184,417,417,2023-01-02,Jean-Clair Todibo,FR1,0,0,0,0,90
3840127_654539,3840127,654539,273,273,2023-01-02,Adrien Truffert,FR1,0,0,0,0,18
3840127_746695,3840127,746695,273,180,2023-01-02,Kamaldeen Sulemana,FR1,0,0,0,0,6
3890135_362977,3890135,362977,371,89,2023-01-02,Josip Juranovic,SC1,0,0,0,0,69
3838272_108725,3838272,108725,762,703,2023-01-03,Chris Wood,GB1,0,0,0,0,22
3838272_111455,3838272,111455,11,11,2023-01-03,Granit Xhaka,GB1,1,0,0,0,90
3838272_123682,3838272,123682,762,762,2023-01-03,Callum Wilson,GB1,1,0,0,0,68
3838272_134270,3838272,134270,762,762,2023-01-03,Dan Burn,GB1,0,0,0,0,90
3838272_135343,3838272,135343,762,762,2023-01-03,Fabian Schär,GB1,0,0,0,0,90
3838272_192080,3838272,192080,762,762,2023-01-03,Nick Pope,GB1,0,0,0,0,90
3838272_199527,3838272,199527,762,762,2023-01-03,Jacob Murphy,GB1,0,0,0,0,22
3838272_203853,3838272,203853,11,11,2023-01-03,Oleksandr Zinchenko,GB1,1,0,0,0,90
3838272_230784,3838272,230784,11,11,2023-01-03,Thomas Partey,GB1,0,0,0,0,90
3838272_272642,3838272,272642,762,762,2023-01-03,Allan Saint-Maximin,GB1,0,0,0,0,3
3838272_272999,3838272,272999,762,762,2023-01-03,Miguel Almirón,GB1,1,0,0,0,68
3838272_316264,3838272,316264,11,11,2023-01-03,Martin Ødegaard,GB1,1,0,0,0,90
3838272_331560,3838272,331560,11,11,2023-01-03,Takehiro Tomiyasu,GB1,0,0,0,0,14
3838272_333241,3838272,333241,762,762,2023-01-03,Joelinton,GB1,1,0,0,0,90
3838272_335721,3838272,335721,11,11,2023-01-03,Ben White,GB1,0,0,0,0,76
3838272_340324,3838272,340324,11,11,2023-01-03,Eddie Nketiah,GB1,1,0,0,0,90
3838272_340329,3838272,340329,762,762,2023-01-03,Joe Willock,GB1,0,0,0,0,87
3838272_346707,3838272,346707,762,762,2023-01-03,Sean Longstaff,GB1,0,0,0,0,90
3838272_361093,3838272,361093,762,762,2023-01-03,Sven Botman,GB1,0,0,0,0,90
3838272_427568,3838272,427568,11,11,2023-01-03,Aaron Ramsdale,GB1,0,0,0,0,90
3838272_433177,3838272,433177,11,11,2023-01-03,Bukayo Saka,GB1,0,0,0,0,90
3838272_435338,3838272,435338,11,11,2023-01-03,Gabriel Magalhães,GB1,0,0,0,0,90
3838272_495666,3838272,495666,11,11,2023-01-03,William Saliba,GB1,0,0,0,0,90
3838272_520624,3838272,520624,762,762,2023-01-03,Bruno Guimarães,GB1,1,0,0,0,90
3838272_655488,3838272,655488,11,11,2023-01-03,Gabriel Martinelli,GB1,0,0,0,0,90
3838272_95810,3838272,95810,762,762,2023-01-03,Kieran Trippier,GB1,0,0,0,0,90
3838277_111195,3838277,111195,1237,1237,2023-01-03,Joël Veltman,GB1,0,0,0,0,71
3838277_126665,3838277,126665,29,29,2023-01-03,Idrissa Gueye,GB1,0,0,0,0,64
3838277_127187,3838277,127187,29,29,2023-01-03,Abdoulaye Doucouré,GB1,1,0,0,0,32
3838277_128901,3838277,128901,29,29,2023-01-03,Conor Coady,GB1,0,0,0,0,90
3838277_130164,3838277,130164,29,29,2023-01-03,Jordan Pickford,GB1,0,0,0,0,90
3838277_148153,3838277,148153,1237,1237,2023-01-03,Lewis Dunk,GB1,0,0,0,0,90
3838277_173504,3838277,173504,29,29,2023-01-03,James Tarkowski,GB1,0,0,0,0,90
3838277_209212,3838277,209212,1237,1237,2023-01-03,Solly March,GB1,0,0,1,0,78
3838277_217115,3838277,217115,29,29,2023-01-03,Neal Maupay,GB1,0,0,0,0,26
3838277_242631,3838277,242631,29,29,2023-01-03,Alex Iwobi,GB1,1,0,0,1,90
3838277_292417,3838277,292417,29,29,2023-01-03,Demarai Gray,GB1,0,0,1,0,90
3838277_306024,3838277,306024,29,29,2023-01-03,Dominic Calvert-Lewin,GB1,0,0,0,0,83
3838277_314210,3838277,314210,29,29,2023-01-03,Tom Davies,GB1,0,0,0,0,58
3838277_349599,3838277,349599,1237,1237,2023-01-03,Pervis Estupiñán,GB1,0,0,0,0,90
3838277_403151,3838277,403151,1237,1237,2023-01-03,Robert Sánchez,GB1,0,0,0,0,90
3838277_404842,3838277,404842,29,29,2023-01-03,Vitaliy Mykolenko,GB1,0,0,0,0,90
3838277_424015,3838277,424015,29,29,2023-01-03,Nathan Patterson,GB1,0,0,0,0,63
3838277_43530,3838277,43530,1237,1237,2023-01-03,Adam Lallana,GB1,0,0,0,0,12
3838277_504148,3838277,504148,1237,1237,2023-01-03,Tariq Lamptey,GB1,0,0,0,0,19
3838277_504849,3838277,504849,1237,1237,2023-01-03,Kaoru Mitoma,GB1,0,0,1,0,78
3838277_511550,3838277,511550,29,29,2023-01-03,Ellis Simms,GB1,0,0,0,0,7
3838277_534033,3838277,534033,1237,1237,2023-01-03,Alexis Mac Allister,GB1,0,0,0,0,28
3838277_568005,3838277,568005,1237,1237,2023-01-03,Jeremy Sarmiento,GB1,0,0,0,0,62
3838277_584769,3838277,584769,29,29,2023-01-03,Dwight McNeil,GB1,0,0,0,0,58
3838277_612749,3838277,612749,29,29,2023-01-03,Isaac Price,GB1,1,0,0,0,32
3838277_614258,3838277,614258,1237,1237,2023-01-03,Levi Colwill,GB1,0,0,0,0,90
3838277_648046,3838277,648046,1237,1237,2023-01-03,Evan Ferguson,GB1,1,0,1,1,71
3838277_660867,3838277,660867,1237,1237,2023-01-03,Julio Enciso,GB1,0,0,0,0,19
3838277_68390,3838277,68390,29,29,2023-01-03,Seamus Coleman,GB1,0,0,0,0,27
3838277_687626,3838277,687626,1237,1237,2023-01-03,Moisés Caicedo,GB1,0,0,0,1,90
3838277_724537,3838277,724537,1237,1237,2023-01-03,Andy Moran,GB1,0,0,0,0,12
3838277_82873,3838277,82873,1237,1237,2023-01-03,Pascal Groß,GB1,0,0,1,0,90
3838279_111051,3838279,111051,1003,1003,2023-01-03,Nampalys Mendy,GB1,0,0,0,0,18
3838279_123275,3838279,123275,931,931,2023-01-03,Tom Cairney,GB1,1,0,0,0,31
3838279_145466,3838279,145466,931,931,2023-01-03,Tim Ream,GB1,0,0,0,0,90
3838279_186186,3838279,186186,931,931,2023-01-03,Bobby De Cordova-Reid,GB1,0,0,0,0,66
3838279_197838,3838279,197838,1003,1003,2023-01-03,Jamie Vardy,GB1,0,0,0,0,90
3838279_203026,3838279,203026,1003,1003,2023-01-03,Danny Ward,GB1,0,0,0,0,90
3838279_203394,3838279,203394,931,931,2023-01-03,Andreas Pereira,GB1,0,0,0,0,59
3838279_206746,3838279,206746,931,931,2023-01-03,Kenny Tete,GB1,1,0,0,0,90
3838279_214056,3838279,214056,1003,1003,2023-01-03,Daniel Amartey,GB1,0,0,0,0,90
3838279_226973,3838279,226973,931,931,2023-01-03,Harrison Reed,GB1,0,0,0,0,90
3838279_246968,3838279,246968,1003,1003,2023-01-03,Ayoze Pérez,GB1,0,0,0,0,90
3838279_249565,3838279,249565,1003,1003,2023-01-03,Youri Tielemans,GB1,0,0,0,0,90
3838279_257455,3838279,257455,931,931,2023-01-03,João Palhinha,GB1,1,0,0,0,90
3838279_258878,3838279,258878,931,931,2023-01-03,Tosin Adarabioyo,GB1,1,0,0,0,90
3838279_262226,3838279,262226,1003,1003,2023-01-03,Timothy Castagne,GB1,1,0,0,0,90
3838279_272622,3838279,272622,931,931,2023-01-03,Issa Diop,GB1,0,0,0,0,8
3838279_274839,3838279,274839,1003,1003,2023-01-03,Wilfred Ndidi,GB1,1,0,0,0,72
3838279_279455,3838279,279455,931,931,2023-01-03,Harry Wilson,GB1,0,0,0,0,24
3838279_292808,3838279,292808,1003,1003,2023-01-03,Wout Faes,GB1,0,0,0,0,90
3838279_295330,3838279,295330,1003,1003,2023-01-03,Kelechi Iheanacho,GB1,0,0,0,0,18
3838279_344605,3838279,344605,1003,1003,2023-01-03,Boubakary Soumaré,GB1,0,0,0,0,8
3838279_349701,3838279,349701,931,931,2023-01-03,Antonee Robinson,GB1,0,0,0,0,90
3838279_398065,3838279,398065,1003,1003,2023-01-03,Harvey Barnes,GB1,0,0,0,0,90
3838279_505194,3838279,505194,1003,1003,2023-01-03,Luke Thomas,GB1,0,0,0,0,72
3838279_51152,3838279,51152,931,931,2023-01-03,Aleksandar Mitrović,GB1,1,0,1,0,90
3838279_52769,3838279,52769,931,931,2023-01-03,Willian,GB1,0,0,0,1,82
3838279_61560,3838279,61560,1003,1003,2023-01-03,Marc Albrighton,GB1,0,0,0,0,82
3838279_72476,3838279,72476,931,931,2023-01-03,Bernd Leno,GB1,1,0,0,0,90
3838280_16306,3838280,16306,985,985,2023-01-03,Casemiro,GB1,0,0,1,0,90
3838280_177907,3838280,177907,985,985,2023-01-03,Harry Maguire,GB1,0,0,0,0,90
3838280_182877,3838280,182877,985,985,2023-01-03,Anthony Martial,GB1,0,0,0,0,69
3838280_183288,3838280,183288,985,985,2023-01-03,Luke Shaw,GB1,0,0,1,0,90
3838280_183293,3838280,183293,989,989,2023-01-03,Joe Rothwell,GB1,0,0,0,0,6
3838280_184573,3838280,184573,985,985,2023-01-03,Victor Lindelöf,GB1,0,0,0,0,88
3838280_188077,3838280,188077,989,989,2023-01-03,Ryan Christie,GB1,0,0,0,0,76
3838280_191614,3838280,191614,985,985,2023-01-03,Fred,GB1,0,0,0,0,22
3838280_240306,3838280,240306,985,985,2023-01-03,Bruno Fernandes,GB1,0,0,0,1,90
3838280_249089,3838280,249089,989,989,2023-01-03,Lewis Cook,GB1,0,0,0,0,90
3838280_249356,3838280,249356,989,989,2023-01-03,Jack Stacey,GB1,1,0,0,0,27
3838280_258889,3838280,258889,989,989,2023-01-03,Dominic Solanke,GB1,0,0,0,0,90
3838280_258923,3838280,258923,985,985,2023-01-03,Marcus Rashford,GB1,0,0,1,0,90
3838280_262980,3838280,262980,989,989,2023-01-03,Jefferson Lerma,GB1,0,0,0,0,84
3838280_275590,3838280,275590,989,989,2023-01-03,Kieffer Moore,GB1,0,0,0,0,14
3838280_288255,3838280,288255,985,985,2023-01-03,Donny van de Beek,GB1,0,0,0,0,45
3838280_320411,3838280,320411,989,989,2023-01-03,Philip Billing,GB1,1,0,0,0,76
3838280_357147,3838280,357147,985,985,2023-01-03,Diogo Dalot,GB1,0,0,0,0,21
3838280_357658,3838280,357658,989,989,2023-01-03,Mark Travers,GB1,0,0,0,0,90
3838280_469781,3838280,469781,989,989,2023-01-03,Marcos Senesi,GB1,0,0,0,0,90
3838280_477758,3838280,477758,985,985,2023-01-03,Aaron Wan-Bissaka,GB1,0,0,0,0,69
3838280_480116,3838280,480116,989,989,2023-01-03,Lloyd Kelly,GB1,0,0,0,0,90
3838280_480762,3838280,480762,985,985,2023-01-03,Lisandro Martínez,GB1,0,0,0,0,2
3838280_480987,3838280,480987,989,989,2023-01-03,Chris Mepham,GB1,0,0,0,0,90
3838280_488656,3838280,488656,989,989,2023-01-03,Siriki Dembélé,GB1,0,0,0,0,14
3838280_583189,3838280,583189,985,985,2023-01-03,Anthony Elanga,GB1,0,0,0,0,21
3838280_59377,3838280,59377,985,985,2023-01-03,David de Gea,GB1,0,0,0,0,90
3838280_61841,3838280,61841,989,989,2023-01-03,Adam Smith,GB1,1,0,0,0,63
3838280_684210,3838280,684210,989,989,2023-01-03,Jaidon Anthony,GB1,0,0,0,0,90
3838280_69633,3838280,69633,985,985,2023-01-03,Christian Eriksen,GB1,0,0,0,1,68
3838280_811779,3838280,811779,985,985,2023-01-03,Alejandro Garnacho,GB1,0,0,0,1,45
3860316_105456,3860316,105456,589,589,2023-01-03,Fernando,TR1,1,0,0,0,90
3860316_129604,3860316,129604,36,36,2023-01-03,Ezgjan Alioski,TR1,1,0,0,0,5
3860316_137610,3860316,137610,589,589,2023-01-03,Alperen Uysal,TR1,0,0,0,0,90
3860316_149829,3860316,149829,36,36,2023-01-03,Miha Zajc,TR1,0,0,0,0,23
3860316_179184,3860316,179184,36,36,2023-01-03,Michy Batshuayi,TR1,0,0,2,0,85
3860316_196524,3860316,196524,589,589,2023-01-03,Sinan Gümüs,TR1,0,0,0,0,23
3860316_208681,3860316,208681,36,36,2023-01-03,Gustavo Henrique,TR1,0,0,0,0,1
3860316_210747,3860316,210747,36,36,2023-01-03,Willian Arão,TR1,0,0,0,0,90
3860316_216603,3860316,216603,36,36,2023-01-03,Irfan Can Kahveci,TR1,0,0,0,0,23
3860316_241251,3860316,241251,589,589,2023-01-03,Ufuk Akyol,TR1,0,0,0,0,78
3860316_263380,3860316,263380,36,36,2023-01-03,Attila Szalai,TR1,0,0,0,0,90
3860316_283223,3860316,283223,36,36,2023-01-03,Emre Mor,TR1,0,0,0,0,45
3860316_315291,3860316,315291,589,589,2023-01-03,Haji Wright,TR1,0,0,1,0,90
3860316_317454,3860316,317454,36,36,2023-01-03,Diego Rossi,TR1,0,0,0,0,67
3860316_336077,3860316,336077,36,36,2023-01-03,Altay Bayindir,TR1,0,0,0,0,90
