game_id,competition_id,season,round,date,home_club_id,away_club_id,home_club_goals,away_club_goals,home_club_position,away_club_position,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,url,home_club_name,away_club_name,aggregate,competition_type
3825606,DFB,2022,First Round,2022-08-01,4795,105,0,3,,,Rüdiger Rehm,Torsten Lieberknecht,Audi Sportpark,5208.0,Robert Hartmann,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3825606,FC Ingolstadt 04,SV Darmstadt 98,0:3,domestic_cup
3837815,GB1,2022,1. Matchday,2022-08-06,931,31,2,2,9.0,10.0,Marco Silva,Jürgen Klopp,Craven Cottage,22207.0,Andrew Madley,https://www.transfermarkt.co.uk/fulham-fc_liverpool-fc/index/spielbericht/3837815,Fulham FC,Liverpool FC,2:2,domestic_league
3837821,GB1,2022,1. Matchday,2022-08-06,29,631,0,1,15.0,8.0,Frank Lampard,Thomas Tuchel,Goodison Park,39254.0,Craig Pawson,https://www.transfermarkt.co.uk/everton-fc_chelsea-fc/index/spielbericht/3837821,Everton FC,Chelsea FC,0:1,domestic_league
3837840,GB1,2022,3. Matchday,2022-08-22,985,31,2,1,14.0,16.0,Erik ten Hag,Jürgen Klopp,Old Trafford,76000.0,Michael Oliver,https://www.transfermarkt.co.uk/manchester-united_liverpool-fc/index/spielbericht/3837840,Manchester United,Liverpool FC,2:1,domestic_league
3837853,GB1,2022,4. Matchday,2022-08-28,543,762,1,1,19.0,7.0,Bruno Lage,Eddie Howe,Molineux Stadium,31311.0,Peter Bankes,https://www.transfermarkt.co.uk/wolverhampton-wanderers_newcastle-united/index/spielbericht/3837853,Wolverhampton Wanderers,Newcastle United,1:1,domestic_league
3837855,GB1,2022,5. Matchday,2022-08-31,11,405,2,1,1.0,19.0,Mikel Arteta,Steven Gerrard,Emirates Stadium,60012.0,Robert Jones,https://www.transfermarkt.co.uk/arsenal-fc_aston-villa/index/spielbericht/3837855,Arsenal FC,Aston Villa,2:1,domestic_league
3837975,GB1,2022,6. Matchday,2022-09-03,631,379,2,1,6.0,18.0,Thomas Tuchel,David Moyes,Stamford Bridge,39923.0,Andrew Madley,https://www.transfermarkt.co.uk/chelsea-fc_west-ham-united/index/spielbericht/3837975,Chelsea FC,West Ham United,2:1,domestic_league
3838007,GB1,2022,8. Matchday,2022-09-17,543,281,0,3,17.0,2.0,Bruno Lage,Pep Guardiola,Molineux Stadium,31578.0,Anthony Taylor,https://www.transfermarkt.co.uk/wolverhampton-wanderers_manchester-city/index/spielbericht/3838007,Wolverhampton Wanderers,Manchester City,0:3,domestic_league
3838024,GB1,2022,10. Matchday,2022-10-08,281,180,4,0,2.0,17.0,Pep Guardiola,Ralph Hasenhüttl,Etihad Stadium,53365.0,Andrew Madley,https://www.transfermarkt.co.uk/manchester-city_southampton-fc/index/spielbericht/3838024,Manchester City,Southampton FC,4:0,domestic_league
3838027,GB1,2022,10. Matchday,2022-10-09,379,931,3,1,16.0,9.0,David Moyes,Marco Silva,London Stadium,62454.0,Chris Kavanagh,https://www.transfermarkt.co.uk/west-ham-united_fulham-fc/index/spielbericht/3838027,West Ham United,Fulham FC,3:1,domestic_league
3838197,GB1,2022,13. Matchday,2022-10-23,543,1003,0,4,19.0,18.0,Steve Davis,Brendan Rodgers,Molineux Stadium,29811.0,Michael Oliver,https://www.transfermarkt.co.uk/wolverhampton-wanderers_leicester-city/index/spielbericht/3838197,Wolverhampton Wanderers,Leicester City,0:4,domestic_league
3838213,GB1,2022,14. Matchday,2022-10-29,762,405,4,0,3.0,13.0,Eddie Howe,Aaron Danks,St James' Park,52233.0,Paul Tierney,https://www.transfermarkt.co.uk/newcastle-united_aston-villa/index/spielbericht/3838213,Newcastle United,Aston Villa,4:0,domestic_league
3838260,GB1,2022,17. Matchday,2022-12-27,985,703,3,0,4.0,19.0,Erik ten Hag,Steve Cooper,Old Trafford,73608.0,Anthony Taylor,https://www.transfermarkt.co.uk/manchester-united_nottingham-forest/index/spielbericht/3838260,Manchester United,Nottingham Forest,3:0,domestic_league
3838609,GB1,2022,37. Matchday,2023-05-20,703,11,1,0,16.0,2.0,Steve Cooper,Mikel Arteta,The City Ground,29514.0,Anthony Taylor,https://www.transfermarkt.co.uk/nottingham-forest_arsenal-fc/index/spielbericht/3838609,Nottingham Forest,Arsenal FC,1:0,domestic_league
3838616,GB1,2022,36. Matchday,2023-05-13,631,703,2,2,11.0,16.0,Frank Lampard,Steve Cooper,Stamford Bridge,40030.0,Paul Tierney,https://www.transfermarkt.co.uk/chelsea-fc_nottingham-forest/index/spielbericht/3838616,Chelsea FC,Nottingham Forest,2:2,domestic_league
3838627,GB1,2022,35. Matchday,2023-05-06,281,399,2,1,1.0,19.0,Pep Guardiola,Sam Allardyce,Etihad Stadium,53406.0,Andrew Madley,https://www.transfermarkt.co.uk/manchester-city_leeds-united/index/spielbericht/3838627,Manchester City,Leeds United,2:1,domestic_league
3838630,GB1,2022,35. Matchday,2023-05-07,379,985,1,0,15.0,4.0,David Moyes,Erik ten Hag,London Stadium,62477.0,Peter Bankes,https://www.transfermarkt.co.uk/west-ham-united_manchester-united/index/spielbericht/3838630,West Ham United,Manchester United,1:0,domestic_league
3838642,GB1,2022,34. Matchday,2023-05-01,1003,29,2,2,16.0,19.0,Dean Smith,Sean Dyche,King Power Stadium,32173.0,Michael Oliver,https://www.transfermarkt.co.uk/leicester-city_everton-fc/index/spielbericht/3838642,Leicester City,Everton FC,2:2,domestic_league
3838649,GB1,2022,33. Matchday,2023-04-26,631,1148,0,2,11.0,9.0,Frank Lampard,Thomas Frank,Stamford Bridge,39929.0,Andrew Madley,https://www.transfermarkt.co.uk/chelsea-fc_brentford-fc/index/spielbericht/3838649,Chelsea FC,Brentford FC,0:2,domestic_league
3838652,GB1,2022,33. Matchday,2023-04-27,29,762,1,4,19.0,3.0,Sean Dyche,Eddie Howe,Goodison Park,39248.0,Andre Marriner,https://www.transfermarkt.co.uk/everton-fc_newcastle-united/index/spielbericht/3838652,Everton FC,Newcastle United,1:4,domestic_league
3838658,GB1,2022,33. Matchday,2023-04-25,405,931,1,0,7.0,10.0,Unai Emery,Marco Silva,Villa Park,41046.0,Thomas Bramall,https://www.transfermarkt.co.uk/aston-villa_fulham-fc/index/spielbericht/3838658,Aston Villa,Fulham FC,1:0,domestic_league
3838682,GB1,2022,31. Matchday,2023-04-17,399,31,1,6,16.0,7.0,Javi Gracia,Jürgen Klopp,Elland Road,36657.0,Craig Pawson,https://www.transfermarkt.co.uk/leeds-united_liverpool-fc/index/spielbericht/3838682,Leeds United,Liverpool FC,1:6,domestic_league
3838704,GB1,2022,29. Matchday,2023-04-01,281,31,4,1,2.0,7.0,Pep Guardiola,Jürgen Klopp,Etihad Stadium,52877.0,Simon Hooper,https://www.transfermarkt.co.uk/manchester-city_liverpool-fc/index/spielbericht/3838704,Manchester City,Liverpool FC,4:1,domestic_league
3838735,GB1,2022,26. Matchday,2023-03-05,31,985,7,0,7.0,3.0,Jürgen Klopp,Erik ten Hag,Anfield,53001.0,Andrew Madley,https://www.transfermarkt.co.uk/liverpool-fc_manchester-united/index/spielbericht/3838735,Liverpool FC,Manchester United,7:0,domestic_league
3838744,GB1,2022,25. Matchday,2023-02-24,931,543,1,1,8.0,16.0,Marco Silva,Julen Lopetegui,Craven Cottage,24399.0,Michael Oliver,https://www.transfermarkt.co.uk/fulham-fc_wolverhampton-wanderers/index/spielbericht/3838744,Fulham FC,Wolverhampton Wanderers,1:1,domestic_league
3838752,GB1,2022,24. Matchday,2023-02-18,1148,873,1,1,8.0,12.0,Thomas Frank,Patrick Vieira,Brentford Community Stadium,17122.0,Paul Tierney,https://www.transfermarkt.co.uk/brentford-fc_crystal-palace/index/spielbericht/3838752,Brentford FC,Crystal Palace,1:1,domestic_league
3838762,GB1,2022,23. Matchday,2023-02-11,180,543,1,2,20.0,15.0,Nathan Jones,Julen Lopetegui,St Mary's Stadium,29751.0,Jarred Gillett,https://www.transfermarkt.co.uk/southampton-fc_wolverhampton-wanderers/index/spielbericht/3838762,Southampton FC,Wolverhampton Wanderers,1:2,domestic_league
3838767,GB1,2022,23. Matchday,2023-02-11,989,762,1,1,19.0,4.0,Gary O'Neil,Eddie Howe,Vitality Stadium,10419.0,Stuart Attwell,https://www.transfermarkt.co.uk/afc-bournemouth_newcastle-united/index/spielbericht/3838767,AFC Bournemouth,Newcastle United,1:1,domestic_league
3838797,GB1,2022,20. Matchday,2023-01-14,703,1003,2,0,14.0,15.0,Steve Cooper,Brendan Rodgers,The City Ground,29301.0,Paul Tierney,https://www.transfermarkt.co.uk/nottingham-forest_leicester-city/index/spielbericht/3838797,Nottingham Forest,Leicester City,2:0,domestic_league
3839027,L1,2022,1. Matchday,2022-08-06,89,44,3,1,3.0,15.0,Urs Fischer,Sandro Schwarz,Stadion An der Alten Försterei,22012.0,Marco Fritz,https://www.transfermarkt.co.uk/1-fc-union-berlin_hertha-bsc/index/spielbericht/3839027,1.FC Union Berlin,Hertha BSC,3:1,domestic_league
3839054,L1,2022,2. Matchday,2022-08-13,23826,3,2,2,12.0,3.0,Domenico Tedesco,Steffen Baumgart,Red Bull Arena,43579.0,Benjamin Brand,https://www.transfermarkt.co.uk/rb-leipzig_1-fc-koln/index/spielbericht/3839054,RB Leipzig,1.FC Köln,2:2,domestic_league
3839116,L1,2022,6. Matchday,2022-09-11,60,18,0,0,2.0,8.0,Christian Streich,Daniel Farke,Europa-Park Stadion,34700.0,Tobias Stieler,https://www.transfermarkt.co.uk/sc-freiburg_borussia-monchengladbach/index/spielbericht/3839116,SC Freiburg,Borussia Mönchengladbach,0:0,domestic_league
3839167,L1,2022,9. Matchday,2022-10-09,44,60,2,2,14.0,2.0,Sandro Schwarz,Christian Streich,Olympiastadion Berlin,40481.0,Robert Schröder,https://www.transfermarkt.co.uk/hertha-bsc_sc-freiburg/index/spielbericht/3839167,Hertha BSC,SC Freiburg,2:2,domestic_league
3839257,L1,2022,14. Matchday,2022-11-09,33,39,1,0,18.0,11.0,Thomas Reis,Bo Svensson,Veltins-Arena,58256.0,Tobias Reichel,https://www.transfermarkt.co.uk/fc-schalke-04_1-fsv-mainz-05/index/spielbericht/3839257,FC Schalke 04,1.FSV Mainz 05,1:0,domestic_league
3839266,L1,2022,15. Matchday,2022-11-12,86,23826,1,2,9.0,3.0,Ole Werner,Marco Rose,Wohninvest-Weserstadion,41500.0,Dr. Matthias Jöllenbeck,https://www.transfermarkt.co.uk/sv-werder-bremen_rb-leipzig/index/spielbericht/3839266,SV Werder Bremen,RB Leipzig,1:2,domestic_league
3839300,L1,2022,17. Matchday,2023-01-24,44,82,0,5,17.0,7.0,Sandro Schwarz,Niko Kovac,Olympiastadion Berlin,29483.0,Tobias Reichel,https://www.transfermarkt.co.uk/hertha-bsc_vfl-wolfsburg/index/spielbericht/3839300,Hertha BSC,VfL Wolfsburg,0:5,domestic_league
3839316,L1,2022,18. Matchday,2023-01-28,39,80,5,2,11.0,16.0,Bo Svensson,Thomas Letsch,Mewa Arena,23100.0,Patrick Ittrich,https://www.transfermarkt.co.uk/1-fsv-mainz-05_vfl-bochum/index/spielbericht/3839316,1.FSV Mainz 05,VfL Bochum,5:2,domestic_league
3839320,L1,2022,18. Matchday,2023-01-28,86,82,2,1,10.0,7.0,Ole Werner,Niko Kovac,Wohninvest-Weserstadion,41000.0,Daniel Siebert,https://www.transfermarkt.co.uk/sv-werder-bremen_vfl-wolfsburg/index/spielbericht/3839320,SV Werder Bremen,VfL Wolfsburg,2:1,domestic_league
3839373,L1,2022,21. Matchday,2023-02-17,167,533,1,0,13.0,15.0,Enrico Maaßen,Pellegrino Matarazzo,WWK ARENA,25872.0,Patrick Ittrich,https://www.transfermarkt.co.uk/fc-augsburg_tsg-1899-hoffenheim/index/spielbericht/3839373,FC Augsburg,TSG 1899 Hoffenheim,1:0,domestic_league
3839389,L1,2022,22. Matchday,2023-02-25,533,16,0,1,16.0,2.0,Pellegrino Matarazzo,Edin Terzic,PreZero Arena,30150.0,Martin Petersen,https://www.transfermarkt.co.uk/tsg-1899-hoffenheim_borussia-dortmund/index/spielbericht/3839389,TSG 1899 Hoffenheim,Borussia Dortmund,0:1,domestic_league
3839398,L1,2022,23. Matchday,2023-03-05,82,24,2,2,8.0,6.0,Niko Kovac,Oliver Glasner,Volkswagen Arena,27853.0,Daniel Schlager,https://www.transfermarkt.co.uk/vfl-wolfsburg_eintracht-frankfurt/index/spielbericht/3839398,VfL Wolfsburg,Eintracht Frankfurt,2:2,domestic_league
3839473,L1,2022,27. Matchday,2023-04-08,44,23826,0,1,17.0,4.0,Sandro Schwarz,Marco Rose,Olympiastadion Berlin,50679.0,Deniz Aytekin,https://www.transfermarkt.co.uk/hertha-bsc_rb-leipzig/index/spielbericht/3839473,Hertha BSC,RB Leipzig,0:1,domestic_league
3839483,L1,2022,28. Matchday,2023-04-15,27,533,1,1,1.0,13.0,Thomas Tuchel,Pellegrino Matarazzo,Allianz Arena,75000.0,Bastian Dankert,https://www.transfermarkt.co.uk/bayern-munich_tsg-1899-hoffenheim/index/spielbericht/3839483,Bayern Munich,TSG 1899 Hoffenheim,1:1,domestic_league
3839509,L1,2022,29. Matchday,2023-04-22,44,86,2,4,18.0,12.0,Pál Dárdai,Ole Werner,Olympiastadion Berlin,74667.0,Robert Schröder,https://www.transfermarkt.co.uk/hertha-bsc_sv-werder-bremen/index/spielbericht/3839509,Hertha BSC,SV Werder Bremen,2:4,domestic_league
3839820,FR1,2022,3. Matchday,2022-08-21,969,290,1,2,13.0,10.0,Olivier Dall'Oglio,Jean-Marc Furlan,Stade de la Mosson,13137.0,Mathieu Vernice,https://www.transfermarkt.co.uk/montpellier-hsc_aj-auxerre/index/spielbericht/3839820,Montpellier HSC,AJ Auxerre,1:2,domestic_league
3840082,FR1,2022,13. Matchday,2022-10-30,995,3524,1,1,15.0,9.0,Antoine Kombouaré,Pascal Gastien,Stade de la Beaujoire,30894.0,Benoît Bastien,https://www.transfermarkt.co.uk/fc-nantes_clermont-foot-63/index/spielbericht/3840082,FC Nantes,Clermont Foot 63,1:1,domestic_league
3840135,FR1,2022,18. Matchday,2023-01-11,583,1420,2,0,1.0,20.0,Christophe Galtier,Abdel Bouhazama,Parc des Princes,47000.0,Eric Wattellier,https://www.transfermarkt.co.uk/paris-saint-germain_angers-sco/index/spielbericht/3840135,Paris Saint-Germain,Angers SCO,2:0,domestic_league
3840219,FR1,2022,27. Matchday,2023-03-12,1147,969,0,1,18.0,13.0,Olivier Pantaloni,Michel Der Zakarian,Stade François-Coty,6889.0,Hakim Ben El Hadj,https://www.transfermarkt.co.uk/ac-ajaccio_montpellier-hsc/index/spielbericht/3840219,AC Ajaccio,Montpellier HSC,0:1,domestic_league
3840221,FR1,2022,27. Matchday,2023-03-12,162,1421,0,1,4.0,8.0,Philippe Clement,Will Still,Stade Louis-II,5383.0,Thomas Léonard,https://www.transfermarkt.co.uk/as-monaco_stade-reims/index/spielbericht/3840221,AS Monaco,Stade Reims,0:1,domestic_league
3840250,FR1,2022,29. Matchday,2023-04-02,995,1421,0,3,14.0,7.0,Antoine Kombouaré,Will Still,Stade de la Beaujoire,26285.0,Marc Bollengier,https://www.transfermarkt.co.uk/fc-nantes_stade-reims/index/spielbericht/3840250,FC Nantes,Stade Reims,0:3,domestic_league
3840269,FR1,2022,31. Matchday,2023-04-16,1082,969,2,1,5.0,13.0,Paulo Fonseca,Michel Der Zakarian,Decathlon Arena-Stade Pierre-Mauroy,34200.0,Jérôme Brisard,https://www.transfermarkt.co.uk/losc-lille_montpellier-hsc/index/spielbericht/3840269,LOSC Lille,Montpellier HSC,2:1,domestic_league
3840278,FR1,2022,32. Matchday,2023-04-21,1420,583,1,2,20.0,1.0,Alexandre Dujeux,Christophe Galtier,Stade Raymond Kopa,16914.0,Eric Wattellier,https://www.transfermarkt.co.uk/angers-sco_paris-saint-germain/index/spielbericht/3840278,Angers SCO,Paris Saint-Germain,1:2,domestic_league
3840412,FR1,2022,34. Matchday,2023-05-06,826,244,2,1,2.0,3.0,Franck Haise,Igor Tudor,Stade Bollaert-Delelis,38220.0,Clément Turpin,https://www.transfermarkt.co.uk/rc-lens_olympique-marseille/index/spielbericht/3840412,RC Lens,Olympique Marseille,2:1,domestic_league
3840418,FR1,2022,35. Matchday,2023-05-14,244,1420,3,1,3.0,20.0,Igor Tudor,Alexandre Dujeux,Orange Vélodrome,61130.0,Benoît Millot,https://www.transfermarkt.co.uk/olympique-marseille_angers-sco/index/spielbericht/3840418,Olympique Marseille,Angers SCO,3:1,domestic_league
3840433,FR1,2022,36. Matchday,2023-05-21,1421,1420,2,2,11.0,20.0,Will Still,Alexandre Dujeux,Stade Auguste-Delaune,11242.0,Florent Batta,https://www.transfermarkt.co.uk/stade-reims_angers-sco/index/spielbericht/3840433,Stade Reims,Angers SCO,2:2,domestic_league
3840436,FR1,2022,37. Matchday,2023-05-27,3524,1158,2,0,8.0,10.0,Pascal Gastien,Régis Le Bris,Stade Gabriel-Montpied,13050.0,Florent Batta,https://www.transfermarkt.co.uk/clermont-foot-63_fc-lorient/index/spielbericht/3840436,Clermont Foot 63,FC Lorient,2:0,domestic_league
3844088,ES1,2022,1. Matchday,2022-08-15,621,237,0,0,11.0,13.0,Ernesto Valverde,Javier Aguirre,San Mamés,39747.0,Javier Iglesias Villanueva,https://www.transfermarkt.co.uk/athletic-bilbao_rcd-mallorca/index/spielbericht/3844088,Athletic Bilbao,RCD Mallorca,0:0,domestic_league
3844095,ES1,2022,1. Matchday,2022-08-15,3709,13,0,3,20.0,1.0,Quique Sánchez Flores,Diego Simeone,Coliseum Alfonso Pérez,12235.0,José María Sánchez Martínez,https://www.transfermarkt.co.uk/getafe-cf_atletico-de-madrid/index/spielbericht/3844095,Getafe CF,Atlético de Madrid,0:3,domestic_league
3844599,ES1,2022,2. Matchday,2022-08-20,237,150,1,2,14.0,3.0,Javier Aguirre,Manuel Pellegrini,Mallorca Son Moix,15579.0,Pablo González Fuertes,https://www.transfermarkt.co.uk/rcd-mallorca_real-betis-balompie/index/spielbericht/3844599,RCD Mallorca,Real Betis Balompié,1:2,domestic_league
3844736,IT1,2022,1. Matchday,2022-08-14,430,2239,3,2,4.0,10.0,Vincenzo Italiano,Massimiliano Alvini,Artemio Franchi,34461.0,Juan Luca Sacchi,https://www.transfermarkt.co.uk/acf-fiorentina_us-cremonese/index/spielbericht/3844736,ACF Fiorentina,US Cremonese,3:2,domestic_league
3844743,IT1,2022,1. Matchday,2022-08-14,380,12,0,1,15.0,9.0,Davide Nicola,José Mourinho,Arechi,26006.0,Simone Sozza,https://www.transfermarkt.co.uk/us-salernitana-1919_as-roma/index/spielbericht/3844743,US Salernitana 1919,AS Roma,0:1,domestic_league
3844766,IT1,2022,4. Matchday,2022-09-01,800,416,3,1,1.0,8.0,Gian Piero Gasperini,Ivan Juric,Gewiss Stadium,17928.0,Marco Di Bello,https://www.transfermarkt.co.uk/atalanta-bc_torino-fc/index/spielbericht/3844766,Atalanta BC,Torino FC,3:1,domestic_league
3844779,IT1,2022,5. Matchday,2022-09-03,398,6195,1,2,8.0,2.0,Maurizio Sarri,Luciano Spalletti,Olimpico di Roma,38998.0,Simone Sozza,https://www.transfermarkt.co.uk/ss-lazio_ssc-napoli/index/spielbericht/3844779,SS Lazio,SSC Napoli,1:2,domestic_league
3844785,IT1,2022,5. Matchday,2022-09-04,410,12,4,0,4.0,6.0,Andrea Sottil,José Mourinho,Dacia Arena,24108.0,Fabio Maresca,https://www.transfermarkt.co.uk/udinese-calcio_as-roma/index/spielbericht/3844785,Udinese Calcio,AS Roma,4:0,domestic_league
3844831,IT1,2022,10. Matchday,2022-10-17,1005,430,1,1,15.0,12.0,Marco Baroni,Vincenzo Italiano,Ettore Giardiniero,24925.0,Luca Massimi,https://www.transfermarkt.co.uk/us-lecce_acf-fiorentina/index/spielbericht/3844831,US Lecce,ACF Fiorentina,1:1,domestic_league
3844856,IT1,2022,13. Matchday,2022-11-05,800,6195,1,2,4.0,1.0,Gian Piero Gasperini,Luciano Spalletti,Gewiss Stadium,19363.0,Maurizio Mariani,https://www.transfermarkt.co.uk/atalanta-bc_ssc-napoli/index/spielbericht/3844856,Atalanta BC,SSC Napoli,1:2,domestic_league
3844861,IT1,2022,13. Matchday,2022-11-06,2919,276,2,0,15.0,20.0,Raffaele Palladino,Salvatore Bocchetti,U-Power Stadium - Brianteo,11723.0,Francesco Cosso,https://www.transfermarkt.co.uk/ac-monza_hellas-verona/index/spielbericht/3844861,AC Monza,Hellas Verona,2:0,domestic_league
3844867,IT1,2022,14. Matchday,2022-11-09,430,380,2,1,9.0,11.0,Vincenzo Italiano,Davide Nicola,Artemio Franchi,27329.0,Federico La Penna,https://www.transfermarkt.co.uk/acf-fiorentina_us-salernitana-1919/index/spielbericht/3844867,ACF Fiorentina,US Salernitana 1919,2:1,domestic_league
3844880,IT1,2022,15. Matchday,2022-11-13,506,398,3,0,8.0,3.0,Massimiliano Allegri,Maurizio Sarri,Allianz Stadium,38729.0,Davide Massa,https://www.transfermarkt.co.uk/juventus-fc_ss-lazio/index/spielbericht/3844880,Juventus FC,SS Lazio,3:0,domestic_league
3844906,IT1,2022,18. Matchday,2023-01-15,800,380,8,2,5.0,15.0,Gian Piero Gasperini,Davide Nicola,Gewiss Stadium,18499.0,Gianluca Aureliano,https://www.transfermarkt.co.uk/atalanta-bc_us-salernitana-1919/index/spielbericht/3844906,Atalanta BC,US Salernitana 1919,8:2,domestic_league
3844926,IT1,2022,20. Matchday,2023-01-28,800,1038,2,0,4.0,19.0,Gian Piero Gasperini,Dejan Stanković,Gewiss Stadium,19095.0,Daniele Doveri,https://www.transfermarkt.co.uk/atalanta-bc_uc-sampdoria/index/spielbericht/3844926,Atalanta BC,UC Sampdoria,2:0,domestic_league
3845011,IT1,2022,28. Matchday,2023-04-02,2919,398,0,2,13.0,2.0,Raffaele Palladino,Maurizio Sarri,U-Power Stadium - Brianteo,14539.0,Matteo Marcenaro,https://www.transfermarkt.co.uk/ac-monza_ss-lazio/index/spielbericht/3845011,AC Monza,SS Lazio,0:2,domestic_league
3845040,IT1,2022,31. Matchday,2023-04-22,398,416,0,1,2.0,9.0,Maurizio Sarri,Ivan Juric,Olimpico di Roma,48000.0,Davide Ghersini,https://www.transfermarkt.co.uk/ss-lazio_torino-fc/index/spielbericht/3845040,SS Lazio,Torino FC,0:1,domestic_league
3845065,IT1,2022,33. Matchday,2023-05-04,410,6195,1,1,12.0,1.0,Andrea Sottil,Luciano Spalletti,Dacia Arena,24911.0,Rosario Abisso,https://www.transfermarkt.co.uk/udinese-calcio_ssc-napoli/index/spielbericht/3845065,Udinese Calcio,SSC Napoli,1:1,domestic_league
3845106,IT1,2022,38. Matchday,2023-06-04,800,2919,5,2,5.0,11.0,Gian Piero Gasperini,Raffaele Palladino,Gewiss Stadium,19389.0,Marco Di Bello,https://www.transfermarkt.co.uk/atalanta-bc_ac-monza/index/spielbericht/3845106,Atalanta BC,AC Monza,5:2,domestic_league
3860186,TR1,2022,4. Matchday,2022-08-27,3840,24245,1,0,3.0,17.0,Vincenzo Montella,Recep Ucar,Yeni Adana Stadyumu,12356.0,Kadir Saglam,https://www.transfermarkt.co.uk/adana-demirspor_umraniyespor/index/spielbericht/3860186,Adana Demirspor,Ümraniyespor,1:0,domestic_league
3860191,TR1,2022,6. Matchday,2022-09-10,6646,11688,1,1,14.0,10.0,Andrea Pirlo,Hakan Keles,Atatürk Olimpiyat,850.0,Erkan Özdamar,https://www.transfermarkt.co.uk/fatih-karagumruk_giresunspor/index/spielbericht/3860191,Fatih Karagümrük,Giresunspor,1:1,domestic_league
3860201,TR1,2022,2. Matchday,2022-08-13,141,11688,0,1,9.0,8.0,Okan Buruk,Hakan Keles,Ali Sami Yen Spor Kompleksi NEF Stadyumu,45152.0,Kadir Saglam,https://www.transfermarkt.co.uk/galatasaray_giresunspor/index/spielbericht/3860201,Galatasaray,Giresunspor,0:1,domestic_league
3860222,TR1,2022,10. Matchday,2022-10-16,6890,924,2,0,3.0,15.0,Emre Belözoglu,Osman Zeki Korkmaz,Başakşehir Fatih Terim,1302.0,Erkan Özdamar,https://www.transfermarkt.co.uk/basaksehir-fk_istanbulspor/index/spielbericht/3860222,Basaksehir FK,Istanbulspor,2:0,domestic_league
3860236,TR1,2022,5. Matchday,2022-09-02,24245,449,0,1,18.0,5.0,Recep Ucar,Abdullah Avci,Recep Tayyip Erdoğan Stadyumu,5531.0,Arda Kardesler,https://www.transfermarkt.co.uk/umraniyespor_trabzonspor/index/spielbericht/3860236,Ümraniyespor,Trabzonspor,0:1,domestic_league
3860238,TR1,2022,5. Matchday,2022-09-03,2381,6646,0,0,15.0,13.0,Riza Calimbay,Andrea Pirlo,Yeni 4 Eylül Stadı,3089.0,Yasin Kol,https://www.transfermarkt.co.uk/sivasspor_fatih-karagumruk/index/spielbericht/3860238,Sivasspor,Fatih Karagümrük,0:0,domestic_league
3860240,TR1,2022,5. Matchday,2022-09-03,6890,11282,2,0,6.0,12.0,Emre Belözoglu,Francesco Farioli,Başakşehir Fatih Terim,2073.0,Ali Sansalan,https://www.transfermarkt.co.uk/basaksehir-fk_alanyaspor/index/spielbericht/3860240,Basaksehir FK,Alanyaspor,2:0,domestic_league
3860246,TR1,2022,7. Matchday,2022-09-16,141,2293,2,1,2.0,4.0,Okan Buruk,Ilhan Palut,Ali Sami Yen Spor Kompleksi NEF Stadyumu,46647.0,Abdulkadir Bitigen,https://www.transfermarkt.co.uk/galatasaray_konyaspor/index/spielbericht/3860246,Galatasaray,Konyaspor,2:1,domestic_league
3860330,TR1,2022,18. Matchday,2023-01-09,924,2832,1,1,19.0,12.0,Fatih Tekke,Erol Bulut,Esenyurt Necmi Kadıoğlu Stadyumu,396.0,Burak Seker,https://www.transfermarkt.co.uk/istanbulspor_gaziantep-fk/index/spielbericht/3860330,Istanbulspor,Gaziantep FK,1:1,domestic_league
3860366,TR1,2022,20. Matchday,2023-01-21,10484,6890,1,3,13.0,3.0,Selcuk Inan,Emre Belözoglu,Recep Tayyip Erdoğan Stadyumu,1910.0,Turgut Doman,https://www.transfermarkt.co.uk/kasimpasa_basaksehir-fk/index/spielbericht/3860366,Kasimpasa,Basaksehir FK,1:3,domestic_league
3860375,TR1,2022,24. Matchday,2023-03-03,11282,6890,1,0,10.0,5.0,Ersun Yanal,Emre Belözoglu,Kırbıyık Holding Stadyumu,2911.0,Zorbay Kücük,https://www.transfermarkt.co.uk/alanyaspor_basaksehir-fk/index/spielbericht/3860375,Alanyaspor,Basaksehir FK,1:0,domestic_league
3860394,TR1,2022,28. Matchday,2023-04-10,6646,36,1,2,9.0,2.0,Andrea Pirlo,Jorge Jesus,Atatürk Olimpiyat,2083.0,Abdulkadir Bitigen,https://www.transfermarkt.co.uk/fatih-karagumruk_fenerbahce/index/spielbericht/3860394,Fatih Karagümrük,Fenerbahce,1:2,domestic_league
3860425,TR1,2022,37. Matchday,2023-06-03,2293,6646,1,1,7.0,8.0,Aleksandar Stanojevic,Alparslan Erdem,Medaş Konya Büyükşehir Stadyumu,6732.0,Yasin Kol,https://www.transfermarkt.co.uk/konyaspor_fatih-karagumruk/index/spielbericht/3860425,Konyaspor,Fatih Karagümrük,1:1,domestic_league
3860471,TR1,2022,30. Matchday,2023-04-18,11282,141,1,4,13.0,1.0,Ersun Yanal,Okan Buruk,Kırbıyık Holding Stadyumu,7748.0,Abdulkadir Bitigen,https://www.transfermarkt.co.uk/alanyaspor_galatasaray/index/spielbericht/3860471,Alanyaspor,Galatasaray,1:4,domestic_league
